,rent,rooms,address,bathroom,parking,area,suburb,street
706,1670,  1  ,"Rua Pedroso Alvarenga, 1088 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  45  ,Itaim Bibi,"Rua Pedroso Alvarenga, 1088"
707,1520,  1  ,"Rua Serra de Juréa, 351 - Cidade Mãe do Céu, São Paulo - SP",  1  ,  1  ,  28  ,Cidade Mãe do Céu,"Rua Serra de Juréa, 351"
708,1800,  1  ,"Avenida Jamaris, 100 - Planalto Paulista, São Paulo - SP",  1  ,  1  ,  38  ,Planalto Paulista,"Avenida Jamaris, 100"
709,1400,  1  ,"Rua Frei Caneca, 915 - Consolação, São Paulo - SP",  1  ,  --  ,  41  ,Consolação,"Rua Frei Caneca, 915"
710,2800,  1  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  52  ,Moema,"Avenida Moema, 177"
711,1500,  1  ,"Rua Joaquim Floriano, 209 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  35  ,Itaim Bibi,"Rua Joaquim Floriano, 209"
712,1500,  1  ,"Rua Brás Cardoso, 654 - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  42  ,Vila Nova Conceição,"Rua Brás Cardoso, 654"
713,3200,  1  ,"Rua Vieira de Morais, 2098 - Campo Belo, São Paulo - SP",  1  ,  --  ,  38  ,Campo Belo,"Rua Vieira de Morais, 2098"
714,1700,  1  ,"Alameda Franca, 584 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  45  ,Jardim Paulista,"Alameda Franca, 584"
715,3550,  2  ,"Alameda dos Jurupis, 800 - Indianópolis, São Paulo - SP",  1  ,  2  ,  70  ,Indianópolis,"Alameda dos Jurupis, 800"
716,1800,  2  ,"Rua Sansão Alves dos Santos, 373 - Cidade Monções, São Paulo - SP",  1  ,  1  ,  45  ,Cidade Monções,"Rua Sansão Alves dos Santos, 373"
717,1760,  1  ,"Alameda Lorena, 473 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  33  ,Jardim Paulista,"Alameda Lorena, 473"
718,2400,  1  ,"Avenida Cásper Líbero, 501 - Centro, São Paulo - SP",  1  ,  --  ,  26  ,Centro,"Avenida Cásper Líbero, 501"
719,1540,  1  ,"Rua Pintassilgo, , 12 - Vila Uberabinha, São Paulo - SP",  1  ,  1  ,  42  ,Vila Uberabinha,"Rua Pintassilgo, , 12"
720,1684,  1  ,"Rua Oscar Freire, , 1948 - Pinheiros, São Paulo - SP",  1  ,  1  ,  32  ,Pinheiros,"Rua Oscar Freire, , 1948"
721,3500,  1  ,"Rua Capote Valente, 500 - Pinheiros, São Paulo - SP",  1  ,  1  ,  30  ,Pinheiros,"Rua Capote Valente, 500"
722,1200,  1  ,"Rua Cristiano Viana, 463 - Cerqueira César, São Paulo - SP",  1  ,  1  ,  43  ,Cerqueira César,"Rua Cristiano Viana, 463"
723,3800,  1  ,"Rua Alvorada, 676 - Vila Olímpia, São Paulo - SP",  1  ,  --  ,  26  ,Vila Olímpia,"Rua Alvorada, 676"
724,1330,  1  ,"Avenida Rouxinol, 57 - Indianópolis, São Paulo - SP",  1  ,  2  ,  25  ,Indianópolis,"Avenida Rouxinol, 57"
725,1800,  1  ,"Alameda Santos, 981 - Cerqueira César, São Paulo - SP",  1  ,  1  ,  29  ,Cerqueira César,"Alameda Santos, 981"
726,1210,  1  ,"Avenida Ibijaú, 368 - Moema, São Paulo - SP",  1  ,  1  ,  25  ,Moema,"Avenida Ibijaú, 368"
727,1500,  1  ,"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP",  1  ,  1  ,  42  ,Indianópolis,"Avenida Rouxinol, 174"
728,2820,  2  ,"Rua Alvorada, 1001 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  55  ,Vila Olímpia,"Rua Alvorada, 1001"
729,3000,  1  ,"Rua Michigan, 531 - Cidade Monções, São Paulo - SP",  2  ,  1  ,  48  ,Cidade Monções,"Rua Michigan, 531"
730,1900,  2  ,"Rua Mossâmedes - Vila Santo Estevão, São Paulo - SP",  3  ,  2  ,  85  ,Vila Santo Estevão,Rua Mossâmedes
731,3000,  1  ,"Rua Brás Cardoso, 654 - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  42  ,Vila Nova Conceição,"Rua Brás Cardoso, 654"
732,3200,  4  ,"Avenida Washington Luís, 1527 - Santo Amaro, São Paulo - SP",  2  ,  2  ,  160  ,Santo Amaro,"Avenida Washington Luís, 1527"
733,2800,  1  ,"Rua Monte Aprazível, 109 - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  32  ,Vila Nova Conceição,"Rua Monte Aprazível, 109"
734,6000,  2  ,"Rua Pedroso Alvarenga, 401 - Itaim Bibi, São Paulo - SP",  2  ,  1  ,  110  ,Itaim Bibi,"Rua Pedroso Alvarenga, 401"
735,2300,  2  ,"Rua Visconde de Inhaúma - Vila da Saúde, São Paulo - SP",  1  ,  1  ,  50  ,Vila da Saúde,Rua Visconde de Inhaúma
736,3600,  2  ,"Rua Santo Arcádio, 43 - Jardim das Acácias, São Paulo - SP",  1  ,  1  ,  64  ,Jardim das Acácias,"Rua Santo Arcádio, 43"
737,2900,  1  ,"Rua Barata Ribeiro, 360 - Bela Vista, São Paulo - SP",  1  ,  1  ,  45  ,Bela Vista,"Rua Barata Ribeiro, 360"
738,8000,  2  ,"Alameda Jauaperi, 1467 - Moema, São Paulo - SP",  5  ,  4  ,  287  ,Moema,"Alameda Jauaperi, 1467"
739,2000,  1  ,"Rua Tupi - Santa Cecília, São Paulo - SP",  1  ,  1  ,  50  ,Santa Cecília,Rua Tupi
740,3600,  2  ,"Rua do Rocio, 59 - Vila Olímpia, São Paulo - SP",  2  ,  1  ,  70  ,Vila Olímpia,"Rua do Rocio, 59"
741,3000,  4  ,"Rua Armando D'Almeida - Jardim Rizzo, São Paulo - SP",  3  ,  2  ,  150  ,Jardim Rizzo,Rua Armando D'Almeida
742,13000,  3  ,"Rua Barão de Jaceguai - Campo Belo, São Paulo - SP",  5  ,  4  ,  350  ,Campo Belo,Rua Barão de Jaceguai
743,1650,  2  ,"Vila Prado, São Paulo - SP",  2  ,  --  ,  80  ,SP,"Vila Prado, São Paulo"
744,2100,  2  ,"Rua Cesário Ramalho, , 765 - Cambuci, São Paulo - SP",  2  ,  --  ,  100  ,Cambuci,"Rua Cesário Ramalho, , 765"
745,6500,  6  ,"Rua Doutor Manuel Carlos de Figueiredo Ferraz, , 185 - Jardim Morumbi, São Paulo - SP",  4  ,  7  ,  450  ,Jardim Morumbi,"Rua Doutor Manuel Carlos de Figueiredo Ferraz, , 185"
746,2000,  2  ,"Rua Aldino - Chácara Belenzinho, São Paulo - SP",  2  ,  1  ,  100  ,Chácara Belenzinho,Rua Aldino
747,2900,  3  ,"Rua Rubiácea, 236 - Água Fria, São Paulo - SP",  3  ,  2  ,  300  ,Água Fria,"Rua Rubiácea, 236"
748,14999,  4  ,"Rua Coronel Irlandino Sandoval - Jardim Paulistano, São Paulo - SP",  6  ,  3  ,  470  ,Jardim Paulistano,Rua Coronel Irlandino Sandoval
749,6000,  3  ,"Rua Baronesa de Bela Vista, 88 - Vila Congonhas, São Paulo - SP",  4  ,  4  ,  140  ,Vila Congonhas,"Rua Baronesa de Bela Vista, 88"
750,5000,  3  ,"Rua Tauari, , 79 - Santo Amaro, São Paulo - SP",  2  ,  3  ,  215  ,Santo Amaro,"Rua Tauari, , 79"
751,4000,  4  ,"Rua Aramis Dalla Torre - Jardim Represa, São Paulo - SP",  5  ,  7  ,  300  ,Jardim Represa,Rua Aramis Dalla Torre
752,2500,  3  ,"Rua Ribeirão Bonito, 576 - Vila Moinho Velho, São Paulo - SP",  3  ,  3  ,  156  ,Vila Moinho Velho,"Rua Ribeirão Bonito, 576"
753,3000,  2  ,"Rua Caiubi - Perdizes, São Paulo - SP",  3  ,  --  ,  82  ,Perdizes,Rua Caiubi
754,5000,  3  ,"Rua Nicolau Barreto - Vila Cordeiro, São Paulo - SP",  5  ,  2  ,  160  ,Vila Cordeiro,Rua Nicolau Barreto
755,1500,  4  ,"Rua Acácio de Paula Leite Sampaio, 67 - Jardim Tietê, São Paulo - SP",  2  ,  2  ,  213  ,Jardim Tietê,"Rua Acácio de Paula Leite Sampaio, 67"
756,1680,  2  ,"Rua Augusto Farina, , 271 - Jardim Bonfiglioli, São Paulo - SP",  2  ,  --  ,  75  ,Jardim Bonfiglioli,"Rua Augusto Farina, , 271"
757,4000,  4  ,"Avenida Cangaíba, 0 - Cangaíba, São Paulo - SP",  2  ,  3  ,  200  ,Cangaíba,"Avenida Cangaíba, 0"
758,3300,  3  ,"Rua Dentista Barreto, 0 - Vila Carrão, São Paulo - SP",  1  ,  2  ,  173  ,Vila Carrão,"Rua Dentista Barreto, 0"
759,7000,  3  ,"Rua Sônia Ribeiro, , 218 - Campo Belo, São Paulo - SP",  4  ,  2  ,  127  ,Campo Belo,"Rua Sônia Ribeiro, , 218"
760,2700,  3  ,"Praça Florence Nightingale - Jardim da Glória, São Paulo - SP",  3  ,  1  ,  260  ,Jardim da Glória,Praça Florence Nightingale
761,5000,  2  ,"Avenida Doutor Cardoso de Melo, 1046 - Vila Olímpia, São Paulo - SP",  3  ,  2  ,  81  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 1046"
762,1755,  1  ,"Rua Doutor Nicolau de Sousa Queirós, 491 - Vila Mariana, São Paulo - SP",  1  ,  1  ,  34  ,Vila Mariana,"Rua Doutor Nicolau de Sousa Queirós, 491"
763,1650,  3  ,"Avenida Giovanni Gronchi, 6675 - Vila Andrade, São Paulo - SP",  2  ,  2  ,  65  ,Vila Andrade,"Avenida Giovanni Gronchi, 6675"
764,9500,  3  ,"Rua Verbo Divino, 1061 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  5  ,  4  ,  186  ,Chácara Santo Antônio (Zona Sul),"Rua Verbo Divino, 1061"
765,3380,  1  ,"Rua Pamplona, 935 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  58  ,Jardim Paulista,"Rua Pamplona, 935"
766,2250,  1  ,"Rua Cardoso de Almeida, 840 - Perdizes, São Paulo - SP",  1  ,  1  ,  36  ,Perdizes,"Rua Cardoso de Almeida, 840"
767,12000,  4  ,"Rua Almeida Torres, 119 - Aclimação, São Paulo - SP",  5  ,  3  ,  171  ,Aclimação,"Rua Almeida Torres, 119"
768,3000,  1  ,"Rua São Tomé, 73 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  50  ,Vila Olímpia,"Rua São Tomé, 73"
769,6000,  3  ,"Rua Doutor Gabriel dos Santos - Santa Cecília, São Paulo - SP",  2  ,  2  ,  270  ,Santa Cecília,Rua Doutor Gabriel dos Santos
770,3820,  3  ,"Vila Regente Feijó, São Paulo - SP",  1  ,  2  ,  95  ,SP,"Vila Regente Feijó, São Paulo"
771,2850,  2  ,"Praça General Gentil Falcão, 175 - Cidade Monções, São Paulo - SP",  2  ,  1  ,  70  ,Cidade Monções,"Praça General Gentil Falcão, 175"
772,5100,  2  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2  ,  1  ,  163  ,Cerqueira César,"Rua Lisboa, 159"
773,4000,  2  ,"Rua Oscar Freire, 1456 - Pinheiros, São Paulo - SP",  2  ,  1  ,  82  ,Pinheiros,"Rua Oscar Freire, 1456"
774,800,  1  ,"Rua Dario Ferreira Martins - Jardim Santo Elias (São Miguel), São Paulo - SP",  1  ,  1  ,  50  ,Jardim Santo Elias (São Miguel),Rua Dario Ferreira Martins
775,2500,  3  ,"Avenida Piassanguaba, 2514 - Planalto Paulista, São Paulo - SP",  2  ,  1  ,  120  ,Planalto Paulista,"Avenida Piassanguaba, 2514"
776,10000,  4  ,"Vila Progredior, São Paulo - SP",  4  ,  5  ,  532  ,SP,"Vila Progredior, São Paulo"
777,100000,  4  ,"Jardim América, São Paulo - SP",  6  ,  8  ,  700  ,SP,"Jardim América, São Paulo"
778,12000,  4  ,"Rua João Álvares Correia, 55 - Jardim Vila Mariana, São Paulo - SP",  6  ,  4  ,  297  ,Jardim Vila Mariana,"Rua João Álvares Correia, 55"
779,23000,  4  ,"Chácara Flora, São Paulo - SP",  5  ,  10  ,  759  ,SP,"Chácara Flora, São Paulo"
780,10000,  3  ,"Morumbi, São Paulo - SP",  3  ,  3  ,  540  ,SP,"Morumbi, São Paulo"
781,22000,  3  ,"Rua das Barcas, 750 - Jardim dos Estados, São Paulo - SP",  8  ,  6  ,  739  ,Jardim dos Estados,"Rua das Barcas, 750"
782,16000,  4  ,"Rua Diogo Pereira, , 1 - Super Quadra Morumbi, São Paulo - SP",  5  ,  10  ,  761  ,Super Quadra Morumbi,"Rua Diogo Pereira, , 1"
783,10000,  4  ,"Rua Doutor Barros Cruz - Vila Mariana, São Paulo - SP",  4  ,  4  ,  295  ,Vila Mariana,Rua Doutor Barros Cruz
784,10000,  6  ,"Rua Guararapes, 1234 - Brooklin Paulista, São Paulo - SP",  6  ,  6  ,  300  ,Brooklin Paulista,"Rua Guararapes, 1234"
785,1650,  2  ,"Estrada do Jaguaré, 0 - Jardim Jussara, São Paulo - SP",  1  ,  2  ,  70  ,Jardim Jussara,"Estrada do Jaguaré, 0"
786,2100,  2  ,"Vila Tiradentes, São Paulo - SP",  2  ,  3  ,  110  ,SP,"Vila Tiradentes, São Paulo"
787,15300,  5  ,"Avenida Doutor Alberto Penteado - Jardim Sílvia (Zona Oeste), São Paulo - SP",  6  ,  8  ,  350  ,Jardim Sílvia (Zona Oeste),Avenida Doutor Alberto Penteado
788,7000,  3  ,"Rua Darwin - Jardim Santo Amaro, São Paulo - SP",  5  ,  2  ,  244  ,Jardim Santo Amaro,Rua Darwin
789,6000,  3  ,"Rua Artur de Azevedo - Pinheiros, São Paulo - SP",  3  ,  1  ,  235  ,Pinheiros,Rua Artur de Azevedo
790,29000,  4  ,"Rua Stefan Marek Neuding - Jardim Sílvia (Zona Oeste), São Paulo - SP",  5  ,  5  ,  930  ,Jardim Sílvia (Zona Oeste),Rua Stefan Marek Neuding
791,25000,  4  ,"Rua Sônia Ribeiro - Brooklin Paulista, São Paulo - SP",  6  ,  4  ,  600  ,Brooklin Paulista,Rua Sônia Ribeiro
792,6500,  4  ,"Rua Visconde de Porto Seguro - Jardim Cordeiro, São Paulo - SP",  6  ,  3  ,  260  ,Jardim Cordeiro,Rua Visconde de Porto Seguro
793,1350,  2  ,"Rua Refinaria Mataripe - Vila Antonieta, São Paulo - SP",  2  ,  1  ,  70  ,Vila Antonieta,Rua Refinaria Mataripe
794,5300,  4  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  5  ,  3  ,  262  ,Planalto Paulista,Avenida Moaci
795,4000,  2  ,"Rua Casa do Ator - Vila Olímpia, São Paulo - SP",  2  ,  2  ,  165  ,Vila Olímpia,Rua Casa do Ator
796,7000,  3  ,"Rua Pedro Pomponazzi - Jardim Vila Mariana, São Paulo - SP",  4  ,  3  ,  193  ,Jardim Vila Mariana,Rua Pedro Pomponazzi
797,20000,  4  ,"Paraíso, São Paulo - SP",  5  ,  4  ,  300  ,SP,"Paraíso, São Paulo"
798,5000,  3  ,"Rua Doutor José de Andrade Figueira, , 374 - Vila Suzana, São Paulo - SP",  5  ,  3  ,  223  ,Vila Suzana,"Rua Doutor José de Andrade Figueira, , 374"
799,13500,  3  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  4  ,  3  ,  256  ,Jardim das Bandeiras,Rua Simpatia
800,30000,  4  ,"Avenida Aratãs - Indianópolis, São Paulo - SP",  7  ,  5  ,  490  ,Indianópolis,Avenida Aratãs
801,800,  1  ,"Rua Paim, 211 - Bela Vista, São Paulo - SP",  1  ,  --  ,  24  ,Bela Vista,"Rua Paim, 211"
802,25000,  3  ,"Alto de Pinheiros, São Paulo - SP",  5  ,  4  ,  380  ,SP,"Alto de Pinheiros, São Paulo"
803,35000,  5  ,"Itaim Bibi, São Paulo - SP",  3  ,  2  ,  458  ,SP,"Itaim Bibi, São Paulo"
804,3706,  2  ,"Rua Santa Justina, 210 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  40  ,Vila Olímpia,"Rua Santa Justina, 210"
805,1620,  1  ,"Avenida Rouxinol, 77 - Indianópolis, São Paulo - SP",  1  ,  1  ,  44  ,Indianópolis,"Avenida Rouxinol, 77"
806,1200,  1  ,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",  1  ,  1  ,  27  ,Pinheiros,"Rua Butantã, 408"
807,1400,  1  ,"Rua Verbo Divino, 1323 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  1  ,  1  ,  30  ,Chácara Santo Antônio (Zona Sul),"Rua Verbo Divino, 1323"
808,3160,  2  ,"Avenida dos Imarés, 317 - Indianópolis, São Paulo - SP",  1  ,  2  ,  57  ,Indianópolis,"Avenida dos Imarés, 317"
809,970,  1  ,"Rua Araguari, 711 - Vila Uberabinha, São Paulo - SP",  1  ,  1  ,  32  ,Vila Uberabinha,"Rua Araguari, 711"
810,1000,  1  ,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",  1  ,  1  ,  33  ,Indianópolis,"Alameda dos Anapurus, 1661"
811,1500,  1  ,"Rua José Maria Lisboa, , 555 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  23  ,Jardim Paulista,"Rua José Maria Lisboa, , 555"
812,1900,  1  ,"Rua Maranhão, 371 - Higienópolis, São Paulo - SP",  1  ,  1  ,  33  ,Higienópolis,"Rua Maranhão, 371"
813,3400,  1  ,"Rua João Cachoeira, , 1577 - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  40  ,Vila Nova Conceição,"Rua João Cachoeira, , 1577"
814,1200,  1  ,"Avenida Duque de Caxias, 525 - Campos Elíseos, São Paulo - SP",  1  ,  --  ,  29  ,Campos Elíseos,"Avenida Duque de Caxias, 525"
815,1200,  1  ,"Rua Carolina Soares, 269 - Vila Diva (Zona Norte), São Paulo - SP",  1  ,  --  ,  28  ,Vila Diva (Zona Norte),"Rua Carolina Soares, 269"
816,3000,  1  ,"Rua Casa do Ator, 99 - Vila Olímpia, São Paulo - SP",  1  ,  --  ,  30  ,Vila Olímpia,"Rua Casa do Ator, 99"
817,1500,  --  ,"Rua Dona Veridiana, 77 - Higienópolis, São Paulo - SP",  1  ,  --  ,  47  ,Higienópolis,"Rua Dona Veridiana, 77"
818,1200,  1  ,"Rua Marquês de Itu - Vila Buarque, São Paulo - SP",  1  ,  1  ,  32  ,Vila Buarque,Rua Marquês de Itu
819,1150,  --  ,"Avenida General Olímpio da Silveira, 196 - Santa Cecília, São Paulo - SP",  1  ,  --  ,  45  ,Santa Cecília,"Avenida General Olímpio da Silveira, 196"
820,1250,  1  ,"Rua Frei Caneca - Consolação, São Paulo - SP",  1  ,  --  ,  36  ,Consolação,Rua Frei Caneca
821,1350,  1  ,"Rua Frei Caneca - Consolação, São Paulo - SP",  1  ,  --  ,  30  ,Consolação,Rua Frei Caneca
822,1200,  1  ,"Rua Maria Antônia - Vila Buarque, São Paulo - SP",  1  ,  --  ,  35  ,Vila Buarque,Rua Maria Antônia
823,2500,  1  ,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  35  ,Vila Olímpia,Avenida Doutor Cardoso de Melo
824,850,  1  ,"Rua Solano Pereira - Vila Primavera, São Paulo - SP",  1  ,  --  ,  30  ,Vila Primavera,Rua Solano Pereira
825,3200,  1  ,"Pinheiros, São Paulo - SP",  1  ,  1  ,  35  ,SP,"Pinheiros, São Paulo"
826,1600,  --  ,"Rua Rego Freitas, 354 - República, São Paulo - SP",  1  ,  --  ,  20  ,República,"Rua Rego Freitas, 354"
827,1000,  1  ,"Alameda Barão de Limeira, 1162 - Campos Elíseos, São Paulo - SP",  1  ,  --  ,  30  ,Campos Elíseos,"Alameda Barão de Limeira, 1162"
828,1300,  1  ,"Rua Cônego Eugênio Leite - Cerqueira César, São Paulo - SP",  1  ,  --  ,  30  ,Cerqueira César,Rua Cônego Eugênio Leite
829,2200,  3  ,"Rua Domingos de Morais, 1716 - Vila Mariana, São Paulo - SP",  2  ,  1  ,  80  ,Vila Mariana,"Rua Domingos de Morais, 1716"
830,4800,  2  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2  ,  1  ,  163  ,Cerqueira César,"Rua Lisboa, 159"
831,2600,  1  ,"Avenida Doutor Cardoso de Melo, 426 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  45  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 426"
832,2600,  2  ,"Rua Santo Arcádio, 43 - Jardim das Acácias, São Paulo - SP",  1  ,  1  ,  64  ,Jardim das Acácias,"Rua Santo Arcádio, 43"
833,900,  2  ,"Rua das Perobeiras - Chácara Santa Maria, São Paulo - SP",  1  ,  1  ,  45  ,Chácara Santa Maria,Rua das Perobeiras
834,2680,  1  ,"Rua Doutor Renato Paes de Barros, 550 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  54  ,Itaim Bibi,"Rua Doutor Renato Paes de Barros, 550"
835,1900,  3  ,"Rua Apeninos - Aclimação, São Paulo - SP",  2  ,  --  ,  85  ,Aclimação,Rua Apeninos
